0: f-arabic:	[388: f-mandarin (0.85486436092)]	[214: f-german (0.853046371361)]	[466: f-portuguese (0.852571603814)]	[443: m-polish (0.851850352364)]	[266: m-italian (0.849391917444)]	[655: m-spanish (0.848949883933)]	[514: f-russian (0.847720781125)]	[38: m-arabic (0.847177913415)]	[173: f-french (0.84676065418)]	[401: m-mandarin (0.844714583698)]	
73: m-arabic:	[207: m-french (0.868647817185)]	[619: m-spanish (0.854171654775)]	[444: m-polish (0.848832889337)]	[530: m-russian (0.846744456543)]	[50: m-arabic (0.845862057835)]	[365: m-macedonian (0.843630030255)]	[75: m-arabic (0.840131121118)]	[294: m-japanese (0.838718478565)]	[628: m-spanish (0.83561655096)]	[80: m-arabic (0.830886578502)]	
74: m-arabic:	[362: m-macedonian (0.971460457876)]	[656: m-spanish (0.969526316568)]	[440: m-polish (0.967168043957)]	[480: m-portuguese (0.965958339919)]	[328: m-korean (0.9655163954)]	[242: m-german (0.965093774007)]	[254: m-italian (0.958860033046)]	[243: m-german (0.958800749124)]	[100: m-cantonese (0.958664945597)]	[690: m-turkish (0.95801099332)]	
75: m-arabic:	[294: m-japanese (0.889558406131)]	[333: m-korean (0.871889188179)]	[539: m-russian (0.854359242386)]	[360: m-macedonian (0.854293140335)]	[412: m-mandarin (0.853677200907)]	[478: m-portuguese (0.852600390924)]	[649: m-spanish (0.844703419775)]	[449: m-polish (0.844146865216)]	[634: m-spanish (0.841980820817)]	[483: m-portuguese (0.841694903757)]	
76: m-arabic:	[28: f-arabic (0.850873805001)]	[159: f-french (0.841509663985)]	[401: m-mandarin (0.840429924499)]	[218: f-german (0.838573043013)]	[372: f-mandarin (0.838143394212)]	[142: m-dutch (0.837009689423)]	[588: f-spanish (0.836125334621)]	[463: f-portuguese (0.835169087789)]	[699: m-turkish (0.832262626027)]	[397: f-mandarin (0.830880991399)]	
77: m-arabic:	[689: m-turkish (0.862373023602)]	[377: f-mandarin (0.86175019387)]	[290: m-japanese (0.859407990961)]	[492: m-portuguese (0.854864587857)]	[188: m-french (0.854816767029)]	[269: m-italian (0.853774517608)]	[698: m-turkish (0.849599531368)]	[618: m-spanish (0.849224364882)]	[606: m-spanish (0.846878861092)]	[64: m-arabic (0.844360488488)]	
78: m-arabic:	[608: m-spanish (0.85601761938)]	[492: m-portuguese (0.852430518413)]	[375: f-mandarin (0.847773948793)]	[401: m-mandarin (0.840826854492)]	[458: f-portuguese (0.838448547968)]	[372: f-mandarin (0.833219582325)]	[385: f-mandarin (0.832383566353)]	[32: m-arabic (0.826851912875)]	[363: m-macedonian (0.825829560065)]	[387: f-mandarin (0.823190846826)]	
79: m-arabic:	[251: f-italian (0.930958324093)]	[281: f-japanese (0.925231900675)]	[564: f-spanish (0.923679807169)]	[543: f-spanish (0.923613659556)]	[157: f-french (0.916667998875)]	[180: m-french (0.9156717851)]	[433: f-polish (0.914525898231)]	[112: f-dutch (0.913825407347)]	[425: f-polish (0.912020388904)]	[468: f-portuguese (0.910086920886)]	
80: m-arabic:	[598: m-spanish (0.861332835323)]	[505: f-russian (0.847884600262)]	[458: f-portuguese (0.842599560317)]	[75: m-arabic (0.838068746701)]	[54: m-arabic (0.836754843897)]	[73: m-arabic (0.830886578502)]	[37: m-arabic (0.828757897836)]	[50: m-arabic (0.826257254253)]	[38: m-arabic (0.824922123735)]	[646: m-spanish (0.823942346195)]	
81: m-arabic:	[468: f-portuguese (0.922264695685)]	[502: f-russian (0.92225520222)]	[117: f-dutch (0.916254112206)]	[433: f-polish (0.91408944776)]	[181: m-french (0.91370978679)]	[157: f-french (0.913566343443)]	[281: f-japanese (0.910999844186)]	[219: f-german (0.91038666844)]	[251: f-italian (0.907374509116)]	[347: f-macedonian (0.905986210671)]	
82: m-arabic:	[588: f-spanish (0.85342356784)]	[148: m-dutch (0.840549427325)]	[114: f-dutch (0.839348474083)]	[28: f-arabic (0.835115860133)]	[257: m-italian (0.834277970669)]	[477: m-portuguese (0.834045721364)]	[613: m-spanish (0.829465170391)]	[535: m-russian (0.827252743549)]	[602: m-spanish (0.827188171153)]	[402: m-mandarin (0.825975626344)]	
83: f-cantonese:	[199: m-french (0.869226707281)]	[43: m-arabic (0.859553460067)]	[138: m-dutch (0.854629451337)]	[311: f-korean (0.85390087913)]	[37: m-arabic (0.849783391334)]	[34: m-arabic (0.848248123805)]	[377: f-mandarin (0.848228557387)]	[578: f-spanish (0.847604515336)]	[159: f-french (0.847045083731)]	[64: m-arabic (0.846934932275)]	
84: f-cantonese:	[112: f-dutch (0.931956690452)]	[145: m-dutch (0.928181550021)]	[93: f-cantonese (0.928165860749)]	[86: f-cantonese (0.928133351612)]	[480: m-portuguese (0.927512383107)]	[650: m-spanish (0.926688467537)]	[130: f-dutch (0.923275134329)]	[74: m-arabic (0.922518200148)]	[688: m-turkish (0.921704990418)]	[106: f-dutch (0.921368982983)]	
85: f-cantonese:	[3: f-arabic (0.88451021633)]	[310: f-korean (0.845318003654)]	[165: f-french (0.83800043315)]	[125: f-dutch (0.836431132645)]	[409: m-mandarin (0.835804403367)]	[510: f-russian (0.835641983262)]	[41: m-arabic (0.830619047323)]	[246: f-italian (0.826996794217)]	[216: f-german (0.826968738874)]	[386: f-mandarin (0.823700351988)]	
86: f-cantonese:	[362: m-macedonian (0.959434839623)]	[100: m-cantonese (0.957798765544)]	[254: m-italian (0.957048182414)]	[74: m-arabic (0.955295016138)]	[656: m-spanish (0.954189682442)]	[242: m-german (0.95393573116)]	[328: m-korean (0.952628090573)]	[231: m-german (0.952369433216)]	[255: m-italian (0.950406800103)]	[650: m-spanish (0.949470366717)]	
87: f-cantonese:	[109: f-dutch (0.898440885791)]	[370: f-mandarin (0.896792875617)]	[94: f-cantonese (0.877799588721)]	[295: m-japanese (0.87564805486)]	[699: m-turkish (0.875605277317)]	[167: f-french (0.871725783852)]	[425: f-polish (0.867474613238)]	[343: f-macedonian (0.867229087037)]	[593: f-spanish (0.866363124188)]	[383: f-mandarin (0.865607882564)]	
88: f-cantonese:	[507: f-russian (0.932688243845)]	[130: f-dutch (0.932203632434)]	[265: m-italian (0.931102523982)]	[112: f-dutch (0.930962147068)]	[593: f-spanish (0.926575974948)]	[251: f-italian (0.925176687169)]	[108: f-dutch (0.922834090256)]	[187: m-french (0.920198052501)]	[468: f-portuguese (0.919511469814)]	[425: f-polish (0.917957884994)]	
89: f-cantonese:	[370: f-mandarin (0.863954145599)]	[88: f-cantonese (0.861625235789)]	[28: f-arabic (0.859349960808)]	[367: f-mandarin (0.850659762643)]	[398: f-mandarin (0.848364213841)]	[216: f-german (0.847664228643)]	[383: f-mandarin (0.846064036647)]	[593: f-spanish (0.844411142719)]	[287: f-japanese (0.844192494985)]	[265: m-italian (0.842284482334)]	
90: f-cantonese:	[598: m-spanish (0.853455407844)]	[50: m-arabic (0.852538763581)]	[190: m-french (0.835253649225)]	[23: f-arabic (0.83444056982)]	[311: f-korean (0.832097434403)]	[51: m-arabic (0.830864708928)]	[64: m-arabic (0.829408166671)]	[19: f-arabic (0.827798665437)]	[410: m-mandarin (0.82222716491)]	[80: m-arabic (0.821829930455)]	
91: f-cantonese:	[362: m-macedonian (0.953318986329)]	[74: m-arabic (0.952274806421)]	[656: m-spanish (0.94757126822)]	[86: f-cantonese (0.945518902502)]	[100: m-cantonese (0.945229948137)]	[328: m-korean (0.942673897297)]	[243: m-german (0.941393209942)]	[183: m-french (0.940346113958)]	[480: m-portuguese (0.939930057706)]	[242: m-german (0.939606116537)]	
92: f-cantonese:	[247: f-italian (0.890791102123)]	[564: f-spanish (0.886919973119)]	[123: f-dutch (0.881669487246)]	[310: f-korean (0.880349656038)]	[485: m-portuguese (0.879347396788)]	[212: f-german (0.878251370946)]	[507: f-russian (0.878219977694)]	[502: f-russian (0.87641799676)]	[386: f-mandarin (0.876302734113)]	[342: f-macedonian (0.87566444197)]	
93: f-cantonese:	[480: m-portuguese (0.954340665811)]	[74: m-arabic (0.951691817698)]	[572: f-spanish (0.950998136951)]	[203: m-french (0.948431570119)]	[592: f-spanish (0.947573812307)]	[183: m-french (0.94666555902)]	[86: f-cantonese (0.943381039865)]	[415: m-mandarin (0.94138324001)]	[100: m-cantonese (0.94045041685)]	[656: m-spanish (0.938549739292)]	
94: f-cantonese:	[17: f-arabic (0.92987818622)]	[593: f-spanish (0.925198857486)]	[512: f-russian (0.922733820591)]	[457: f-portuguese (0.920824675553)]	[130: f-dutch (0.920411841527)]	[357: f-macedonian (0.919919307123)]	[108: f-dutch (0.919723122467)]	[120: f-dutch (0.916979493511)]	[223: f-german (0.915721973454)]	[688: m-turkish (0.915349795511)]	
95: f-cantonese:	[75: m-arabic (0.838884826509)]	[413: m-mandarin (0.833195854193)]	[456: f-portuguese (0.83021685996)]	[620: m-spanish (0.821822563925)]	[290: m-japanese (0.819223244716)]	[39: m-arabic (0.81920214538)]	[188: m-french (0.815930401684)]	[273: m-italian (0.810498831087)]	[115: f-dutch (0.81043770741)]	[479: m-portuguese (0.81002354853)]	
96: m-cantonese:	[251: f-italian (0.90543488317)]	[447: m-polish (0.904948488929)]	[117: f-dutch (0.904117162499)]	[281: f-japanese (0.903743526397)]	[112: f-dutch (0.903493701147)]	[464: f-portuguese (0.903356041981)]	[40: m-arabic (0.902179660278)]	[356: f-macedonian (0.900913994623)]	[120: f-dutch (0.900496664844)]	[187: m-french (0.900298027346)]	
97: m-cantonese:	[54: m-arabic (0.825642521197)]	[533: m-russian (0.820405360732)]	[365: m-macedonian (0.81741091166)]	[294: m-japanese (0.809218358792)]	[531: m-russian (0.803806164953)]	[271: m-italian (0.802510099555)]	[232: m-german (0.801831068606)]	[264: m-italian (0.801426551838)]	[619: m-spanish (0.800746772787)]	[698: m-turkish (0.800365432018)]	
98: m-cantonese:	[605: m-spanish (0.795209750383)]	[206: m-french (0.793771355453)]	[57: m-arabic (0.793060714714)]	[698: m-turkish (0.792815512162)]	[533: m-russian (0.792321935785)]	[416: m-mandarin (0.785886889134)]	[503: f-russian (0.784600523263)]	[478: m-portuguese (0.783498717165)]	[296: m-japanese (0.78290723868)]	[531: m-russian (0.778777818547)]	
99: m-cantonese:	[533: m-russian (0.84019157562)]	[186: m-french (0.830485424207)]	[642: m-spanish (0.830323133188)]	[449: m-polish (0.828963116647)]	[660: m-spanish (0.822731602517)]	[620: m-spanish (0.822513280151)]	[54: m-arabic (0.821407494343)]	[478: m-portuguese (0.817565166396)]	[364: m-macedonian (0.802829985277)]	[643: m-spanish (0.802455008793)]	
100: m-cantonese:	[362: m-macedonian (0.978015441625)]	[242: m-german (0.975195831329)]	[255: m-italian (0.97484602334)]	[231: m-german (0.974747742906)]	[243: m-german (0.973389371395)]	[328: m-korean (0.96977646981)]	[690: m-turkish (0.967697709619)]	[656: m-spanish (0.967568199928)]	[440: m-polish (0.966460983908)]	[679: f-turkish (0.961354234766)]	
101: m-cantonese:	[19: f-arabic (0.852326012852)]	[375: f-mandarin (0.85219486174)]	[524: m-russian (0.849045658864)]	[294: m-japanese (0.847439903908)]	[418: m-mandarin (0.845372657716)]	[135: m-dutch (0.84282901469)]	[309: f-korean (0.842439984211)]	[475: m-portuguese (0.841790014127)]	[698: m-turkish (0.837329411639)]	[606: m-spanish (0.834235754703)]	
102: m-cantonese:	[57: m-arabic (0.833483997064)]	[273: m-italian (0.829017881816)]	[620: m-spanish (0.824543570914)]	[646: m-spanish (0.815261577661)]	[264: m-italian (0.812000651424)]	[50: m-arabic (0.809875866396)]	[478: m-portuguese (0.808944239681)]	[598: m-spanish (0.804556363985)]	[239: m-german (0.804072350727)]	[418: m-mandarin (0.801258115762)]	
103: m-cantonese:	[670: m-spanish (0.817492651272)]	[409: m-mandarin (0.810946663383)]	[85: f-cantonese (0.810460565222)]	[155: f-french (0.810156813576)]	[200: m-french (0.808157484285)]	[367: f-mandarin (0.806087416579)]	[359: m-macedonian (0.805443820078)]	[574: f-spanish (0.802631047094)]	[41: m-arabic (0.799227214695)]	[214: f-german (0.797918557836)]	
104: f-dutch:	[593: f-spanish (0.894168251658)]	[552: f-spanish (0.882695062953)]	[16: f-arabic (0.882111880508)]	[528: m-russian (0.882103249812)]	[123: f-dutch (0.881368582214)]	[167: f-french (0.87681685464)]	[214: f-german (0.876054198062)]	[334: m-korean (0.875706445096)]	[397: f-mandarin (0.875204737005)]	[468: f-portuguese (0.874103500023)]	
105: f-dutch:	[342: f-macedonian (0.915259868771)]	[593: f-spanish (0.914396157899)]	[251: f-italian (0.908566524583)]	[425: f-polish (0.905694931492)]	[573: f-spanish (0.904345979024)]	[181: m-french (0.903869443844)]	[21: f-arabic (0.902958601487)]	[254: m-italian (0.902258576257)]	[688: m-turkish (0.899730726647)]	[74: m-arabic (0.899601465204)]	
106: f-dutch:	[183: m-french (0.940081887274)]	[656: m-spanish (0.934232577879)]	[74: m-arabic (0.933281058467)]	[93: f-cantonese (0.932119715914)]	[307: f-korean (0.930331809256)]	[130: f-dutch (0.928122843126)]	[286: f-japanese (0.926158121242)]	[281: f-japanese (0.926136185196)]	[520: f-russian (0.925915834233)]	[362: m-macedonian (0.925125082947)]	
107: f-dutch:	[342: f-macedonian (0.892183603918)]	[367: f-mandarin (0.882549006131)]	[167: f-french (0.881944902838)]	[245: f-italian (0.87509519207)]	[515: f-russian (0.874712584278)]	[356: f-macedonian (0.873689001885)]	[165: f-french (0.873606711768)]	[588: f-spanish (0.871859525678)]	[214: f-german (0.869838895192)]	[96: m-cantonese (0.869716445348)]	
108: f-dutch:	[181: m-french (0.948930751849)]	[342: f-macedonian (0.945838317961)]	[157: f-french (0.935689374943)]	[468: f-portuguese (0.935196296172)]	[175: f-french (0.935084999464)]	[247: f-italian (0.934769272549)]	[116: f-dutch (0.933662508927)]	[520: f-russian (0.932693394315)]	[14: f-arabic (0.932534150819)]	[183: m-french (0.930306778727)]	
109: f-dutch:	[425: f-polish (0.923058129415)]	[464: f-portuguese (0.919386954834)]	[282: f-japanese (0.907498025311)]	[123: f-dutch (0.905308458278)]	[463: f-portuguese (0.905278870959)]	[502: f-russian (0.904879478608)]	[117: f-dutch (0.903225377608)]	[447: m-polish (0.903022842101)]	[162: f-french (0.900531957305)]	[22: f-arabic (0.899200741233)]	
110: f-dutch:	[244: f-italian (0.874785454108)]	[648: m-spanish (0.87154441983)]	[498: f-russian (0.870591141821)]	[88: f-cantonese (0.867551478953)]	[265: m-italian (0.865980267597)]	[595: f-spanish (0.865390295551)]	[125: f-dutch (0.864827800093)]	[251: f-italian (0.859550147337)]	[280: f-japanese (0.859404406698)]	[245: f-italian (0.858765815343)]	
111: f-dutch:	[187: m-french (0.934474879937)]	[281: f-japanese (0.93218000414)]	[116: f-dutch (0.931241116572)]	[166: f-french (0.929356285043)]	[112: f-dutch (0.929353061894)]	[564: f-spanish (0.929155307754)]	[308: f-korean (0.924576103079)]	[21: f-arabic (0.92213456143)]	[251: f-italian (0.921185157716)]	[415: m-mandarin (0.919852725452)]	
112: f-dutch:	[281: f-japanese (0.947346677176)]	[251: f-italian (0.943471257171)]	[353: f-macedonian (0.93924005247)]	[130: f-dutch (0.938559039114)]	[415: m-mandarin (0.937849363914)]	[21: f-arabic (0.93310700053)]	[187: m-french (0.932367677139)]	[84: f-cantonese (0.931956690452)]	[88: f-cantonese (0.930962147068)]	[111: f-dutch (0.929353061894)]	
113: f-dutch:	[254: m-italian (0.934852564694)]	[347: f-macedonian (0.934815417578)]	[415: m-mandarin (0.933090260543)]	[21: f-arabic (0.929175292621)]	[632: m-spanish (0.92788403296)]	[74: m-arabic (0.927373865584)]	[157: f-french (0.925779562499)]	[543: f-spanish (0.925529309761)]	[91: f-cantonese (0.924289655802)]	[93: f-cantonese (0.924288259049)]	
114: f-dutch:	[167: f-french (0.915858414352)]	[343: f-macedonian (0.907102501771)]	[511: f-russian (0.903343966417)]	[652: m-spanish (0.900490673481)]	[94: f-cantonese (0.895655523357)]	[425: f-polish (0.892152574617)]	[588: f-spanish (0.889272046664)]	[464: f-portuguese (0.889057734049)]	[356: f-macedonian (0.889052978163)]	[123: f-dutch (0.887597208652)]	
115: f-dutch:	[37: m-arabic (0.833706267448)]	[278: f-japanese (0.825546697236)]	[539: m-russian (0.825101134902)]	[310: f-korean (0.823775640452)]	[606: m-spanish (0.822752514846)]	[101: m-cantonese (0.816959859175)]	[77: m-arabic (0.81454810143)]	[309: f-korean (0.814534465242)]	[374: f-mandarin (0.812688537713)]	[153: f-french (0.811034194461)]	
116: f-dutch:	[308: f-korean (0.951575114146)]	[632: m-spanish (0.946751102745)]	[480: m-portuguese (0.944593397996)]	[440: m-polish (0.940566390285)]	[682: f-turkish (0.938862010607)]	[183: m-french (0.936242807734)]	[74: m-arabic (0.935609068406)]	[362: m-macedonian (0.935202441489)]	[254: m-italian (0.93457502293)]	[328: m-korean (0.934093408646)]	
117: f-dutch:	[251: f-italian (0.928256779307)]	[187: m-french (0.924944840004)]	[348: f-macedonian (0.924335353543)]	[451: m-polish (0.92391477179)]	[356: f-macedonian (0.922730657142)]	[502: f-russian (0.922286470526)]	[181: m-french (0.920196946797)]	[111: f-dutch (0.919718876941)]	[564: f-spanish (0.919284744567)]	[118: f-dutch (0.91745275099)]	
118: f-dutch:	[502: f-russian (0.919761118713)]	[684: f-turkish (0.918530411458)]	[117: f-dutch (0.91745275099)]	[286: f-japanese (0.909112881381)]	[305: f-korean (0.907821982761)]	[36: m-arabic (0.907130203222)]	[287: f-japanese (0.905605569706)]	[157: f-french (0.90541279934)]	[180: m-french (0.905167743285)]	[342: f-macedonian (0.904893086638)]	
119: f-dutch:	[7: f-arabic (0.941188031453)]	[183: m-french (0.941071617934)]	[342: f-macedonian (0.934479303795)]	[454: f-portuguese (0.931142354203)]	[688: m-turkish (0.930260848028)]	[175: f-french (0.929752835869)]	[308: f-korean (0.928365685233)]	[108: f-dutch (0.927385244179)]	[415: m-mandarin (0.926938018196)]	[656: m-spanish (0.925760096024)]	
120: f-dutch:	[468: f-portuguese (0.924007881362)]	[113: f-dutch (0.921660975609)]	[342: f-macedonian (0.921211840471)]	[599: m-spanish (0.920628863192)]	[682: f-turkish (0.91745036377)]	[94: f-cantonese (0.916979493511)]	[317: f-korean (0.916069104228)]	[17: f-arabic (0.913651512558)]	[157: f-french (0.911876180525)]	[281: f-japanese (0.910536378832)]	
121: f-dutch:	[656: m-spanish (0.951801971545)]	[242: m-german (0.949829089088)]	[678: f-turkish (0.949200763584)]	[74: m-arabic (0.948763027597)]	[243: m-german (0.94599866839)]	[362: m-macedonian (0.943972671628)]	[231: m-german (0.943068804997)]	[100: m-cantonese (0.939989320086)]	[255: m-italian (0.938571430355)]	[480: m-portuguese (0.938286895665)]	
122: f-dutch:	[251: f-italian (0.915030282756)]	[552: f-spanish (0.914751144721)]	[564: f-spanish (0.909677647589)]	[593: f-spanish (0.903041848839)]	[79: m-arabic (0.898832902544)]	[425: f-polish (0.895745854865)]	[637: m-spanish (0.892539046414)]	[307: f-korean (0.891653785498)]	[180: m-french (0.891513415833)]	[397: f-mandarin (0.891066980504)]	
123: f-dutch:	[593: f-spanish (0.926210371896)]	[251: f-italian (0.923646538769)]	[157: f-french (0.923174905586)]	[425: f-polish (0.922794920578)]	[187: m-french (0.921864595637)]	[415: m-mandarin (0.921353904696)]	[370: f-mandarin (0.920587598308)]	[94: f-cantonese (0.914635367595)]	[572: f-spanish (0.914381500094)]	[308: f-korean (0.914060213667)]	
124: f-dutch:	[251: f-italian (0.93223594872)]	[347: f-macedonian (0.930608765281)]	[74: m-arabic (0.93030033271)]	[650: m-spanish (0.927683213013)]	[572: f-spanish (0.927514111668)]	[93: f-cantonese (0.925119652054)]	[564: f-spanish (0.925080664491)]	[86: f-cantonese (0.924012559003)]	[21: f-arabic (0.923574162639)]	[181: m-french (0.919447717774)]	
125: f-dutch:	[343: f-macedonian (0.904015963914)]	[564: f-spanish (0.894652628069)]	[397: f-mandarin (0.894598139452)]	[577: f-spanish (0.889864523008)]	[214: f-german (0.88937595764)]	[166: f-french (0.888475522357)]	[225: f-german (0.887556826819)]	[470: f-portuguese (0.887324023888)]	[588: f-spanish (0.88552363344)]	[599: m-spanish (0.883231100484)]	
126: f-dutch:	[343: f-macedonian (0.897148852529)]	[109: f-dutch (0.893934517416)]	[171: f-french (0.893476720947)]	[282: f-japanese (0.890244767029)]	[554: f-spanish (0.885825287636)]	[425: f-polish (0.885388653826)]	[164: f-french (0.884340912534)]	[117: f-dutch (0.884077333525)]	[552: f-spanish (0.883652224051)]	[251: f-italian (0.880959810547)]	
127: f-dutch:	[463: f-portuguese (0.887913960654)]	[398: f-mandarin (0.886482045051)]	[425: f-polish (0.886227302834)]	[263: m-italian (0.876555230715)]	[81: m-arabic (0.874997044452)]	[27: f-arabic (0.874516845412)]	[464: f-portuguese (0.874020542228)]	[2: f-arabic (0.873188060485)]	[686: f-turkish (0.870256591151)]	[363: m-macedonian (0.869723829404)]	
